Rating(/10),Review Title ,Review ,Helpful Upvotes,Helpful Downvotes,Username,Date,Contains Spoiler
10,"""Dynamite, Not Green Kryptonite""","I admit to having some reservations about this movie...not that I dislike Superman. To the contrary, he's always been my favorite superhero. I grew up during the Man Of Steel's golden age era between the covers of DC Comics. No, I experienced trepidation because so much time had passed since the previous film, the horrendous ""Superman IV, The Quest For Peace."" Add to that, the fact that, with the exception of archival voice-over material from the late Marlon Brando, none of the original actors were returning to the franchise. I was not bolstered by the Prue-title sequence which seemed decadent, and shamelessly puerile considering that no one in the audience had any reason to have confidence in this movie.I'm elated to report that my fears had no basis. Bryan Singer did one hell of a job bringing Superman back to life (or back to relevance, depending on how you view the situation). By the end, I came to realize what this movie was really about. The opening hook did have its place--it was not meant to celebrate the grandeur of an aging, long underwear hero. To the contrary, it was a reaffirmation--a rededication. Superman had lost his place. This film was about the painful journey we all sometimes have to make; it's about finding your place in a world where you no longer seem to fit in. Brandon Routhe emotes this well, both as Kal-El, but somehow, even more profoundly, in his alter ego, Clark Kent. It's in the crestfallen looks...the bittersweet caesura. The notion that he may not be able to reintegrate into society overshadows every scene in the movie in a way that's poignant, and significant.The movie is long, but don't let that deter you. There's a huge payoff at the end. You will be well rewarded for the time you spend watching it.Kate Bosworth was awesome as Lois Lane. Perfect casting.Frank Langella was amazing in the unusual role, for him, of Perry White.Kevin Spacey is always top notch. He could do a commercial for Rolaids, and it would be a masterpiece.What can I say, I'm buying the DVD when it comes out.",1,2,tgarnett25,"Jun 29, 2006",
9,A film with Soul,"I was skeptical after seeing the previews and then read how Bryan Singer and the two screenwriters were big fans of the original 1978 Classic by Richard Donner, so I wasn't sure what to expect when seeing the film.It is a great film - really captures the essence of the original,has fantastic action sequences and some good surprises thrown in.On the constructive side, my friend and I were asking ourselves, was the world really at stake, and perhaps it would've been nice to see more of a dilemma within Clark Kent when he returns, maybe a scene with Martha regarding his thinking about donning on the red cape and tights.Well worth watching.",0,1,rexluke,"Jun 29, 2006",
8,"Slow Start, Great Finish","Since I am such a huge Superman fan it's hard to say bad things about it. It did have a slow start, but it got better. I loved the movie.I was a little worried in the beginning. It began very slowly. But once Clark Kent arrived back in Metropolis, the story began to take off (like a speeding bullet). And then Superman arrived on screen and he saved the day. It is a little more of a chick flick (like the director said), but still has quite a few action packed sequences. I hope there is another sequel, because it was ended in such a way, that there could be more to come. I will head back to the theater to see it again (to catch anything I may have missed).",0,1,supergrl007-1,"Jun 29, 2006",
7,"Great special effects, but not that great","OK, it's a good movie so it gets 7 out of 10. But it's dragged out far too long, and in my opinion, the key actors are too young to pull off their ""perceived maturity"". I mean, if Superman's been gone for the past 5 years, and we consider that it's a sequel to Superman II, how come he still looks like he's 18 years old, know what I mean? Bosworth herself is only 23 years old and she even looks younger than her age.But there are some nice surprises and Kevin Spacey's performance, although short, is very good. I like the plot though, I just wish they had characters (as opposed to playing characters) to deliver it a little better. Clark for example, spends almost all his on screen time just driving the point that he acts like a dork. (Clark = Superman? nah!).There's something missing about this movie - but I guess I let my love for the hero and my knowledge of the past superman movies/stories fill in the gaps. My hopes were up too high maybe. The special effects are great but that goes without saying for any Hollywood movie during the past decade - bigger and better to try to get you to buy that popcorn. Expect a good movie, and that's what you'll get - good.",0,1,Tikanjiah,"Jun 29, 2006",
6,"A fun little ride, if anything at all","I didn't expect a whole lot from this movie, initially. I didn't like the trailers or spots except for one, which finally convinced me to see it anyway.In the end, it was...kinda worth it. I guess. The story and the acting are decent enough to take the entire family or ""lady""/""guy"" friends with you, but don't be expecting a whole lot of action and lots of impressive shots of Superman on the go. But at the same time, don't be expecting a lot for character development and a story that will separate Superman from the rest.In reality, its one of those slam bang summer movies that'll make you forget about it once you get out of the theater. Considering director Singer did the relatively entertaining X-MEN and X2 movies, that's a pretty big letdown. There are parts where they try to make Clark Kent into Peter Parker with the whole ""pathetic nerd"" stereotype, but it doesn't flow well here. Mostly in part because Peter is...well, human and believable. Clark obviously isn't, he's not even human for one. So there were some things that couldn't add or make up, instead of sticking with an ""outsider"" theme (which is much more appropriate), they did that instead.Lois Lane herself was pretty interesting...to look at, anyway. Kidding aside, she (being pretty critical to the plot) did her job and had some interesting moments to help balance out the whole Superman-Lois thing. The only other noteworthy character was Kevin Spacey as the infamous Lex Luthor, possibly the best actor in the entire movie. His lines and the jokes were worth most of my admission price, I can see why the fans really wanted him to be Lex.Jimmy Olsen, which is the only OTHER character I can think of that's worth mentioning, tries to be the comic relief here. Purely hit or miss, i'll let you decide on him.In short, if you don't like decent-development and writing, then you're not going to like this movie. I won't say anything about the story except for the fact its a cliché'd plot with average execution (and a nice little twist). It's not going to bring the house down like Spiderman or cause fans to just up with glee like Batman Begins, but it will provide average entertainment for those who just wanna casually see another Superhero film that's brought somewhat more faithfully to the big screen.But if you're expecting the big ""Superman Comeback""...lemmie say this, don't give your hopes up. Just look for a decent movie to pass the time with your girl/boyfriend or family and you'll do just fine.",2,2,TheWillVega,"Jun 29, 2006",
10,"The Legend Lives On! Sit back, relax and enjoy it.  The S is back!","What an amazing job Bryan Singer has done with Superman Returns. Its hard to imagine anyone doing a better job of it. It has stayed very true to the 1978 Christopher Reeve version and also to Superman II. While I don't want to give anything away from the movie, all I can say is just see it. Brandon Routh is excellent as Clark Kent/Superman. After reading some of the rubbishing reports of Routh's performance, I cannot wonder but think if they had been watching the same movie. Routh has picked up so many of Reeve's Superman mannerisms/style that it is great to watch. Which was the most important part for me, being that Reeve has always been the definitive Superman in my eyes. The soundtrack is amazing as well. so well done and i was interested to see how a different composer would add his own unique style to the already John William's masterpiece. And John Otto has done it very well.The whole movie was a big nostalgia trip, being 27 years since I saw the 1978 version. The care that director Singer has shown in this movie is amazing. Now I cant wait for the news of the sequel!",1,2,pricepartridge,"Jun 29, 2006",
8,Superman has indeed Returned,,1,1,thegoauld-1,"Jun 29, 2006",Spoiler
4,A sentimental replica,,0,0,Mephisto-24,"Jun 29, 2006",Spoiler
4,Good Visual Effects,"It's a rather decent movie but I have to give it a rating of 4 because the Lois Lane character is rather bland and boring and a good deal of the film revolves around the Superman / Claark - Lois relationship. I'm disappointed in this area because all previous Lois Lane's have had a lot of back bone and spunk. They were strong women. This Lois as afore mentioned is just bland and without personality who has a boring child and husband or partner( a bit unclear). Otherwise it's quite an enjoyable film. The New superman is good, Kevin Spacey as Lex Luther is great and so is Parker Posey. Good to see Jack Larson & Noel Neal get some work out of it as well. Visual effects are excellent but the movie should have had a bit more action or been shorter or a better Lois. Cheers to all. Diego",0,1,Diego2001,"Jun 29, 2006",
9,"Bruce Ratner, this is how you make a good comic book movie","I'm not great with words, so I'll be brief.By the time I was done watching this movie, I felt closer to people, closer to my friends/colleagues.I felt good about myself. I can't put a finger on why, but the movie made me feel this way.Even though I thought Kevin Spacey was sort of flat and the diabolical plan he came up with was sort of lame, it didn't faze me like a weak idea normally would.I spent $12.50 watching this movie (IMAX), and it was worth every cent.I spent $0 watching X3 and still felt cheated.",1,1,ma_ge,"Jun 29, 2006",
3,Superman Returns  - Tired Franchise Syndrome,"This is not a new, original movie... like ""Batman Begins"". In fact, little is new, and that is disappointing. The tired old footage of Marlon Brando was not an homage, it was a mistake. I would have preferred to see Jor-El re-cast, with maybe Paul Newman. It was a bad move. Next, they ripped of many of the musical themes from the first movie; those too were tired. I counted at least 3 themes borrowed. The title sequence was borrowed. There was yet another romantic flight scene. I felt like I was watching a re-make of the first movie, with few exceptions. Superman should have been entirely made from whole cloth. It would have made the difference between an average summer Hollyweird ""blockbuster', and an epic. Singer chose average.That brings me to Singer, probably one of the worst directors in Hollyweird today. In addition to the mistakes above, Singer infused this movie with little soul. The emotions were plastic, and I never really cared for any of the characters by the end of the movie. The special effects are standard fare; nothing new or exciting. Yes, better than the original, but that is not saying much. Compared to other current movies, the effects were just as bland as the next one. Singer has a habit of making plastic films, like X-Men. There is little difference between Singer's Superman and X-Men.The plot sucked. Once again, we get the old Lex Luthor takes over the world plot. Christ.... imagine if they gave Lex a break, and focused on a different arch enemy. It would have made the franchise fresh. Nope. Can't do that. Gotta stick to the tired Lex Luthor world domination / kill Superman plot. Nothing real inventive in the plot, which again borrows from the first movie.Overall, a very forgettable movie. To make it worse, two mongoloided retards sat next to me and talked throughout the whole movie, even after they were asked to stop. When they weren't talking, one of them was sucking snot out of his nasal cavity and into his stomach. This went on and on. They were actually retards, so pointing that out to them might not have been the kindest thing I have ever done. It was satisfying after 2.5 hours of snot sucking, however.The best part of the movie was the hotdog I ate before it started.",9,8,Richard-Noggin,"Jun 29, 2006",
,"Alright,but was expecting a lot more!",,1,1,reeves2002,"Jun 29, 2006",Spoiler
1,I did not enjoy the movie,"I apologize for the honesty, but this movie did not move me-except to walk out.I will state that I am a huge fan of superheroics, but the whole production was meh. A rehash of the first Superman movie, in my opinion, that was only rectified by the second movie-just reminded me why Superman is a bankrupt property.To my mind Spacey was unwatchable, and the scenes he was in managed to make Parker Posey a drag...Dang, I won't waste your time, and I apologize again, but the Lex Luthor movie isn't the one I'd care to see-and for god's sake, don't take a gal to it!K all-have a great Fourth of July--maybe go watch ""Click"" or better yet ""Cars""-anything... something...Peace! Go barbebeque and explode fireworks :-D",5,6,lordbronco,"Jun 29, 2006",
10,Superman is finally back!,"Okay, I was never a huge Superman fan but did enjoy them. I loved this one! I thought the special effects were amazing and Brandon Routh did an outstanding job! Perhaps some of the plot didn't make sense, but it seems like they are setting it up for a sequel and so forth. I loved X-Men and didn't go into this movie thinking I would love it, but I did. I'm glad they casted someone who isn't a huge movie star, rather than Josh Hartnett or anyone else who was considered to play the part. I am hoping the legacy of Superman will continue and I could only imagine how the special effects will be in future films. 4 stars for Warner Brothers and for Brandon.",2,3,elizabethdbreen,"Jun 29, 2006",
9,A Must-See,,0,1,trinityblood06,"Jun 29, 2006",Spoiler
7,Not quite Batman Begins...but still good stuff!,"Here's all the negatives I heard about this movie before going in: (1) neither Bosworth nor Routh's performances were any good, (2) Spacey's Luthor was too circus-y, (3) the special effects were sub-par, and (4) the plot was weak and you didn't care about the characters. LET ME DISPEL ALL OF THOSE RUMORS NOW. This movie was great. I cared for the characters, and generally the acting was great. The special effects (aside from the opening credits sequence) were pretty impressive and almost seamless. True fans of the original movies will find numerous (funny) homages paid to those classics. They kept a lot of the original score composed by John Williams, who is without a doubt the greatest composer of our generation. Everyone recognizes this score...in a couple hundred years people will be talking about John Williams the way we talk about Mozart, Bach, Brahms, Beethoven, and Strauss.Aside from a couple of questionable plot points that the average movie-goer would never notice anyway, I thought this movie was a very good blockbuster. Is it THE blockbuster of the summer? Probably not...that title has to stick with X-Men: The Last Stand so far...we'll see if anyone unseats it this summer. But everyone knows who Superman is, and he is the reason that comic books are what they are today. The only real problem I had with the movie were the ages of the main characters played by Routh (27) and Bosworth (23)...they were much too young to be five years older than where the movie is supposed to pick up. The original Lois Lane played by Margot Kidder was 32 and the original Superman, Christopher Reeve was 28. I know the reasoning behind this, though and can accept it and grow with it...especially since I thought Routh and Bosworth did such a good job (especially Bosworth...boy do you feel for her character, had she been 10 years older, it would have been perfection). But, I imagine if this movie does well at the box office (and it should), there will be sequels and it takes a few years to churn out these huge blockbusters. We couldn't have 40+ year-old Superman and Lois Lane...and kids today will grow up with Routh and Bosworth the same way I grew up with Reeve and Kidder.I would recommend this movie to anyone who enjoys blockbusters, comic-book movies, Superman in general, action flicks, drama, and romance.",3,3,Obi-WanKEGnobi,"Jun 29, 2006",
,Finally a good superman movie.,"I will say that I was never much of a fan of the Superman movies as I was with the show. Superman 1 was very well done, 2 was decent, 3 was a complete mess, and 4 was probably one of the worst movies I have ever seen. I personally like to imagine it ended after 2. Do not get me wrong I thought Christopher Reeves was the best Superman anybody could ever be. I just thought that the story, dialouge etc. etc. was brutal in 3 and 4. Finally the Classic superman has come back as he is meant to be in my eyes. Brandon Routh was spectacular as the man of steel, and although for many years Terri Hatcher was always my vision of Lois Lane, Kate Bosworth nailed the role perfectly. Kevin Spacey however is a different story. I really enjoyed Mr. Spacey in movies like The Usual Suspects and American Beauty, but for some reason I just didn't think he was the right choice for Lex Luthor. I found his character to be a little cheesy and some of his lines really annoyed me. Bryan Singer did the best job that anybody could ever do on a Superman movie and the special effects were mind boggling. Anyways I advise anyone who likes superhero movies to see this movie. Let me rephrase that you must see this movie, it's Superman man people he's the one that started it all.",0,1,BCantor89,"Jun 29, 2006",
2,Don't waste your money,,9,9,victoria-144,"Jun 29, 2006",Spoiler
1,this movie is not for children,,4,7,michaelaalbert,"Jun 29, 2006",Spoiler
1,"Unnecessary, trendy, sequels on the way",,7,9,red_hat_hottie,"Jun 29, 2006",Spoiler
7,"""It's A Bird, It's A Plane, It's....One Great Movie""","Superman leaves earth to see if there are any remains of his home planet, Krypton. Five years later, Superman returns...but now things are different. Lux Luthor is out of prison, Louis Lane has found a new love and has a child. Is there really a need for Superman anymore?Bryan Singer is no stranger to comic book films, after all he's directed two of them himself. Singer left the X-men series to try and tackle something bigger, something that would prove to be a challenge for him. In terms of superheros, you can't get any bigger then the Man of Steel himself, Superman.Many people will say to this day that Christopher Reeves is the one and only Superman. While he was good for the role, Brandon Routh does an exceptional job at resurrecting that character and breathing new life into him. At first some may be hesitant of the newcomer, but he does not disappoint. Not only does he do a great job with Superman, but also excels with Clark Kent. Looking almost identical as Reeves, Routh pulls off both identities of Superman. I guess you can say that the torch has been passed on now. Even though Routh is excellent as Superman, he is not the stand out performance in this film. Before you even see the film, you know who is going to ""own"" the film and he does. Kevin Spacey is Lex Luthor and he does it so incredibly well. You can't help but smile whenever his shinny bald head, which is a good look for Spacey, comes upon the screen. He plays Luthor with a little bit more evil then Hackman did, with a small humours side. Kate Bosworth plays the role as it is written, and nothing more. Margot Kidder is still the one and only Louis Lane. Bosworth was out of place and they could have found another actress to play her....Rachel McAdams anyone?The supporting cast, Frank Langella, Sam Huntington, James Marsden (I was waiting for him to shoot laser beams out of his eyes) all do very well in bringing back the vibe of the Daily Planet. Sam Huntington is the comic relief of the film, playing the dopey Jimmy Olsen, the only other comedy, comes from Spacey. Parker Posey was annoying in the film, she really doesn't serve a purpose other then crying on cue. Kal Penn is another character who doesn't do much but stand around.The special effects are great. With a man like Superman who has superhuman powers, you can have so much fun with it and they clearly do. Being able to see through walls was a neat addition to the film and the super hearing of people in other rooms. Of course, the plane sequence was a feat for the eyes and the final climatic scene. The film makes good use of the technique in which you convert the actor to CGI. Unlike Blade II and The MAtrix Reloaded, in which you can clearly tell the difference, here it's a little less noticeable. Granted it's not perfect, but you do have that ""Look how fake that was"" look on your face through the film.The story is very much like something that you can pull right out of the comics. Luthor trying to raise his own continent while the Kryptonite. Throughout the whole film though, the ""how am I going to get out of this situation"" seems to lack a bit, cause you know that at the last second Superman will come and all he has to do is fly here, stop that, or pull this. There's a little bit of tension with the characters, but you know at the end of the day that they are all going to live, because it IS Superman.I did get chills with the opening credits, hearing Brando's voice, then the old school Superman theme. It sends chills down the spine, in a good way. Then the names fly across the scene, much like the original. The theme is all over the movie and the score has that ""comic book epic"" tone to it. Although, after the climax of the film it does go on for awhile, so near the end of the film it does drag a bit. The whole Superman in hospital scene was ""what the hell"" moment.Overall this is a great film, with only one or two missteps. Singr does an excellent job at reinventing the Superman franchise, much like Nolan did with Batman. Superman is the best superhero film this year and one of the best all time. It is leaps and bounds over X-Men: The Last Stand. Returns is the summer event of the year and it's action and energy leaps over tall buildings. Pirates will be huge as well and great indeed, but Superman Returns is a film that people have been waiting for for years and it does not disappoint.",2,2,Matt_Layden,"Jun 29, 2006",
9,Superman sequel soars,,0,1,wtdk123,"Jun 29, 2006",Spoiler
6,"Good, But NOT that good","Superman Returns is a well made movie, with good action, and good acting. 6/10. Why do I only give it 6/10? The storyline dragged on and on and on and on like this sentence. The movie is 2 hours and 37 minutes, if it were cut down to 2 hours, which it easily could be, it would be vastly improved. The love story between Superman/Louis Lane was way too long and over-dramatic. I left the theater wanting more and slightly disappointed with its lack of ""it"". Nothing about the movie jumped out at me, it was well done but... it just lacked a story that kept me at the edge of my seat as I feel a superhero movie should be able to do.",1,1,HaloGuy52,"Jun 29, 2006",
8,"""Flying is statistically still the safest way to travel."" Still got the kitsch and thats good.",,0,1,Rolex24,"Jun 29, 2006",Spoiler
6,"Not a ""chick flick"" but not a comic book based movie either....","At least not a successful one. Many early reviews stated that the movie was a complete chick flick which it is not, however that is not to say that the movie does not have those few moments of irrelevant romance that lack contribution to the general plot. Brandon Routh plays an excellent Superman despite what many people may believe. Kevin Spacey was the perfect Lex Luthor, the audience actually despises him at times. However, Lois Lane (Kate Bosworth) lacks a lot of the qualities that make her Lois Lane. She is a career woman yes, but not a sarcastic, busy woman who can actually be romantic at times, but rather more like a career woman who has no time for anyone and has the personality of a bitter ex-girlfriend who is slightly bipolar (maybe just a little too harsh). That said my original score was going to be a 7 had it not been for Bryan Singer's ""misguided direction"" for lack of a better term and to avoid calling him a horrible director. Simply put, he is overrated, and being so often makes people forgive him too easily, but not me. Although it is true that you should never walk into a movie that is based on a book or comic and expect a flawless transition from paper to film, there are little things that must be kept the same in order to preserve the things that make the character who he is. The problem, people said, with making Superman movies is that the man is almost perfect and therefore it is hard to find an enemy for him so writers were stumped. The problem with the direction is that unlike Spider-Man (Marvel, I know, but bare with me) and Batman (DC like Big Blue) the dilemma faced does not just affect NYC or Gotham it affects the world, and in doing so there is a complete lack of acknowledgement towards the DC universe, the Superheroes that make him who he is, both by complementing his weakness's and emphasizing his strengths are not even mentioned and it makes it seem as if Superman is the only hero. Things, that were contemplated in the comics, but were scrapped because of the inevitable results which had to be avoided are revived here in what seems to me, as some fan-boys sick dream (not necessarily Singer but most likely), although I won't spoil it for anyone, if you don't know yet, when you see the film you will instantly know what I am talking about. All in all the film earned a 5 for directing and a 7 for the acting but an 8 for special effects (not factored into my original score) so I will revise my vote to a 6 instead of a 5. The average movie goers seemed to like it, but if you know even a little tiny bit about comics, I doubt you will appreciate it.",1,2,IvanSanchez716,"Jun 29, 2006",
10,Excellent reincarnation of an icon,,1,2,tyrius_kaleva,"Jun 29, 2006",Spoiler
7,"Good, but not as good as the first two films (Spoilers)","I had waited almost 20 years for another Superman movie and nothing was going to stop me from seeing it today, even if the family had other plans!There are spoilers in this review, so stop now if you don't want to know any....------------------------------------------The opening was FRIGGIN AWESOME! The music made me weep it was so good to hear and see again on the big screen! Seeing the original-style titles with that *HUGE* Superman logo appear was just an indescribable feeling for me. It warmed my heart. :-)I wasn't bugged at all with Lex's plan. I think he must live by the motto, ""If at first you don't succeed, try, try again."" He failed with his land deal in the first movie, so he tries it again. And to him, it's not all about money. He would like to go down in the history books as the man who killed billions of people. He doesn't care how he does it. Spacey was excellent. No complaints there. He was basically Hackman with an edge. His best scene was with the toothbrush in his mouth. :-DSurprisingly, I wasn't all that bothered by Bosworth. She's still too young, but she filled the role okay.The kid wasn't as bad as I thought he'd be. I really like the relationship that started between him and Supes. Especially in light of the Jor-El speech Superman speaks to him when he's asleep. ""The son becomes the father and the father the son."" This should be interesting to see in the next few movies.Now to Routh... He was good. But he didn't hit it out of the park for me. Honestly, only Chris Reeve could do that. Chris had something special about him. His Superman really seemed like a *MAN*. Routh seems like a ""young"" man. Not all that confident. Where's the ""General, would you care to step outside?"" type confidence? He brooded over Lois too much. His line to Lex, ""I see an old man's sick joke"" was the most confident thing he said/did. That was great. Everything else was ""Meh."" (Well the mini-gun scene was cool too.) He can be great if he just adds more confidence to Superman next time.So, here's my Superman score:George Reeves: 8Christopher Reeve: 10Brandon Routh: 7As for the story itself, there wasn't a whole lot to it. Lex creates crystal continent, Superman tries to stop him & gets injured, then tries again and wins. There are no (okay, maybe one) ""connect-the-dots"" type of moments. I was hoping the guy with the mini-gun was one of Lex's henchmen stealing money for the expedition trip or something. It's really just an announcement movie saying, ""I'm back!"" but not much more. (And what happened to the mini-gun guy? At least in the original we see the fate of the different crooks.)Overall, I think the movie did what it needed to do. The important thing is that it furthered the characters and they grew. I think Superman grew with the knowledge of his son's existence. Now he understands Jor-El and Pa Kent in a whole different light. He's a changed person and does have a personal love and connection to someone like he's always yearned for. Lois too has changed... You could see how angry she was at the beginning, but realized she loved him after all. Enough to recant her whole ""Why The World Doesn't Need Superman"" article.Okay, so how many references to the originals did you notice? I saw a very tiny one that many would miss...* When Lex stole the Krypton meteor, the card read it had landed in ""Addis Ababa"" just like in the original. * The ""Donner Dome"" on Krypton does make an appearance! * Also, did you see the photo of Glenn Ford in the Kent house? * And Lois still smokes and can't spell (and finally won her Pulitzer.) * The line ""I hope this incident hasn't put you off flying. Statistically speaking, it's still the safest way to travel."" Oh, and Lois fainted right after Superman said that. * It was fun to see the TV show Jimmy and Lois again. I only wish George and Chris could have been around to do cameos too. * And I had read about the very end scene where he flies off into space a la Chris Reeve. That was PERFECT! Again, I wept when I saw that! FRIGGIN AWESOME! I want to see the whole movie again just for the opening and closing!So, here's my movie ratings:Superman: The Movie: 9.5Superman II: 10Superman III: 6Superman IV: 2Superman Returns: 7 (I just knocked it a point for taking out the ""Truth, Justice and the American way."" line. >:-( )Not as good as the first two movies, and just a bit better than III. (I know, a lot of people hate III, but c'mon, Clark Kent vs. Evil Superman fighting in the junkyard makes it worthwhile.)",3,3,ggeorge747,"Jun 29, 2006",
10,Does the world need Superman?,"This movie asks the question of it's characters, ""does the world need Superman."" In it's construction and execution, it asks of it's viewers, ""does the world need a Superman movie?"" I had goosebumps through the opening credits. There is a magic to the Superman myth, and from the get-go, Bryan Singer pretty must states that he's a big-league A-list director, but he's *NOT* going to make Superman his own. He's dealing with something bigger than himself here, and he's going to respect that.Batman and Spiderman have achieved great success as superheroes and as movie franchises by being quintessentially human. For all their power, their greatest weakness is their underlying humanity. For the movies, this struggle with humanity is what makes them successful. (I'm purposely considering only the bookend Batman movies here.) Superman's not human, and he doesn't have human weaknesses. He's a pretty flat character in a 21st century of back story, darkness, and closeted skeletons. That's a difficult sell, to be sure.The magic of the Superman story has always been the ""nick of time"" rescue. Singer uses this technique, but in a quid pro quo. Superman rescues, but at the same time, the side characters become self-reliant and do their fair share of rescuing themselves.I hear the comment, ""something's missing."" The piece that's missing is Superman at the center of this movie, and I'm not sure that it's a bad thing. Everybody is at the center of this movie, reacting to the presence or absence of Superman. It's a bold technique, given that it requires the audience to meet it halfway, and some people just don't do that. To watch this, and appreciate it, you have to watch with your heart.So back to the question, ""Does the world need another Superman movie?"" IMHO, there's an undeniable and unmatchable magic to be found in a movie that has a distinct lack of cynicism. It's fun and it's touching, but most of all, it's refreshing that a movie can reach heights such as these without having to find a new dark corner of the human soul. The movie is pure magic and can take us all back to the days when we were innocent and believed that good will win and bad will lose. For everybody who has lost touch with that innocence, a Superman is sorely needed.**** On a total side note, the age-old maxim should now read, ""don't do scenes with kids, animals, or Parker Posey."" She can do no wrong, and almost walked away with this whole movie in her back pocket.",1,2,mrmatt14,"Jun 29, 2006",
8,"The Rebirth of Superman: A well made, yet flawed, homage of a sequel","A new Superman movie has been in development hell for as far back as anyone can remember. Yes, Kevin Smith had some interesting anecdotes about his attempts at writing a screenplay for Jon Peters, but otherwise, we have endured many years of television shows and comics, but no new big screen adaptation. Finally, Bryan Singer, the man who made comic book movies ""cool"" again, was contracted and taken away from his beloved X-Men to create his interpretation of Superman. And while not perfect, it is definitely something to marvel at.Superman/Clark Kent (newcomer Brandon Routh) has been away from Metropolis for five years. Upon returning, he learns of how people got along without him, and how many people, like his love Lois Lane (Kate Bosworth), have moved on entirely. But while many are glad to see him back, his arch-nemesis Lex Luthor (Kevin Spacey) is not, and as could be predicted, has come up with a cunning plan to try and take over the world, and defeat the Man of Steel in the process.Understandably, the plot does not sound entirely too amazing, but the film has been hyped enough that it speaks for itself. It has officially brought Superman back to life, and like Batman Begins before it, has rejuvenated an otherwise dead franchise. Wisely choosing not to redo the franchise over, Singer has made an epic homage and true sequel to Superman II. Yes, it has a few flashback moments and blatant pieces of dialogue to help those new to the franchise, understand it better. Having never seen the films from beginning to end, but knowing enough about them, I found this to work great in the film, and make feel more original than it would have with anyone else.Routh is no Christopher Reeve, but he does great as the titular character. He fills the big shoes proudly, and has enough charisma and talent, to make us believe that he is Superman and Clark Kent. He looks throughout the entirety of the film that he is attempting to do the role justice, and it shows in the strength of his performance. Another wise decision on Singer's part. Bosworth, while nowhere near as strong a presence in the film, holds her own, and shows off the independence of Lois Lane. There are a few cases where she falters, but otherwise, she does a fairly admirable job. Both her and Routh play off each other well in their scenes together, and have great chemistry. While the love triangle involving their characters and Richard White (James Marsden, in a much bigger and much more rewarding role than in X-Men: The Last Stand) is only amped up slightly, they still work well and do not retract from the story.But, as expected, it's Spacey's Lex Luthor that shines the most out of any of the characters. His role is darkly humorous and devilishly evil at the same time. He takes away any joke Gene Hackman may have made of the character, and has made him downright sadistically evil. If you believed that Routh could make a man fly in tights, then Spacey downright epitomizes a man of pure evil. This is a true incantation of Luthor, and a key improvement in this sequel. The performance he makes here, ranks right up there with The Usual Suspects, American Beauty and Se7en.The rest of the supporting cast, from Marsden to Sam Huntington as Jimmy Olsen, to Frank Langella as Perry White, to even the young Tristan Lake Leabu as Lois' son Jason, all give terrific turns as their character. They complement the big stars around them, and strengthen their performances. The archived footage of Marlon Brando as Jor-El was a great addition to the cast as well. Kal Penn and Parker Posey turn out to be disappointments, as they basically stand and do very little, if anything, in the scheme of things. They are totally overshadowed by everyone, and just seem weak and useless by the finale.The special effects are absolutely top-notch. Every flying sequence is spectacular, and all the action going on looks even better. The effects are so good that it almost seems like Routh really can fly. The scenes showcasing Superman's powers like his super-hearing, his ability to see through objects, and more all take full advantage of the special effects, and all look equally as good as his flying. The opening credits are a particular standout (as both a good effects piece, and a great homage to the original films. The score is just as great, even though the original theme song is played a little too many times.But the film does have faults. Where some of the acting stalls, the storyline does too. It gets bogged down with a little too much going on, that it loses the edge it had at the beginning. The final forty-five minutes of the movie feels dragged right out, and just does not feel right in the entire scheme of things. It felt boring, unnecessary, and completely ill-fitting. I did not notice anything gay or Christ-like about it like I had heard in other reviews, it simply just does not work. It feels awkward, and is totally underwhelmed in comparison to everything else. Singer fumbles an otherwise great movie here, and it just does not totally recover by the end.Superman is reborn in 2006, and he comes out swinging. The finale is a bit of a disappointment, but Bryan Singer's creation is just too well made to completely crumble. Great performances, excellent effects and even better homages make for an otherwise good film that could have used a little bit of extra work. After seeing the care and devotion here, I can only imagine what Singer's version of X3 would have looked like.8/10.",6,2,DonFishies,"Jun 29, 2006",
10,Excellent! a masterpiece,"After reading some really good reviews on this site. I actually went to see this movie. Honestly, I am not a big fan of Superman, but this movie proved me wrong. All the effects, all the visuals, blow me away. When I saw that the movie is 2 and a half hour long, I thought that it would be boring at some point but when I get in, I forgot the time and when the movie ended, I didn't even know it. I felt like its not enough for me, I want more and more of superman. I hope that they will make another superman movie. Brandon Routh is awesome, and I gotta give some credit to Kate Bosworth too. This movie will make their names two of the big names in Hollywood.Perfect. Rate 10/10",1,2,boymissyou_vt,"Jun 29, 2006",
10,Superman Returns and Apologizes for the last 2 movies...,"I was completely floored by this movie. I felt tingles in my body when I heard the beginning of John Williams' Superman fanfare and kept feeling them throughout the entire show. Superman Returns delivers. Brandon Routh is Superman just like Christopher Reeve was Superman and just like George Reeves was Superman. He is also Clark Kent. He is not carbon copy of Reeve's portrayal, but he IS the character. I believe he can fly. I believe he can catch an airplane. I believe he is bulletproof. Kevin Spacey was Lex Luthor. The best. Just the right mix of megalomania and psycosis. Kate Bosworth was Lois Lane. She was strong, a real woman. She didn't swoon at the sight of Superman after a 5 year absence, she just went, ""Oh he's back, whatever, I have a life and it doesn't revolve around him."" Bryan Singer rocked my socks off with his great composition! Long live Superman and I hope to see a few sequels.",1,2,VariablePenguin,"Jun 29, 2006",
